CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CAT_GAMBLING,CAT_DEBT,CAT_CREDIT_CARD,CAT_MORTGAGE,CAT_SAVINGS_ACCOUNT,CAT_DEPENDENTS,CREDIT_SCORE,DEFAULT
sdv-id-znAKsb,192876,656302,1102557,2.0414,6.4173,2.0748,10067,10056,0.7823,0.0495,0.0166,0.0051,36,25,0.5013,0.001,0.0062,0.0,32509,20871,0.656,0.1697,0.0528,0.0249,956,936,0.5803,0.0001,0.0,0.0,3,8,0.4701,0.0197,0.0001,0.0001,25936,14107,0.5245,0.1336,0.0402,0.0157,13138,7890,0.399,0.0696,0.0244,0.0105,24,108,1.0,0.1567,0.051,0.0274,5885,3436,0.5037,0.04,0.0117,0.0053,56271,1372,0.67,0.0563,0.06,0.0061,12225,6122,0.501,0.0631,0.0158,0.0065,157444,109320,0.6399,0.6951,0.2676,0.1458,No,1,0,0,1,0,592,1
sdv-id-KvDORP,89906,214506,10092,3.5232,0.0844,0.0375,3954,1614,0.546,0.1078,0.0184,1.0426,31533,15780,0.5012,0.1052,0.1543,1.4692,11419,7396,0.5773,0.1771,0.0611,1.8711,0,0,1.0282,0.0,0.0,0.0,2068,1398,0.5099,0.0092,0.0015,0.0261,9533,5544,0.5448,0.1869,0.0247,1.0668,2161,75,0.3309,0.0593,0.0202,0.6262,25,12,1.0,0.0,0.0188,0.0073,1395,1048,0.5014,0.0185,0.0293,0.2662,28978,6912,0.3802,0.2695,0.3633,3.2099,5906,3290,0.5031,0.0481,0.0317,0.4754,70992,31669,0.5096,0.9298,1.6666,9.9062,Low,1,0,1,1,1,650,0
sdv-id-spFagg,80623,1294340,8165,12.3298,0.1174,0.0127,661,457,0.8635,0.0523,0.0003,0.8227,24117,12049,0.5009,0.0923,0.0285,1.1529,3959,4099,0.5616,0.0611,0.0003,0.3732,0,0,0.5176,0.0001,0.0,0.0,1421,853,0.5155,0.0107,0.0009,0.0004,17649,6971,0.4388,0.2026,0.0107,1.896,3643,7071,0.6377,0.1154,0.0074,0.819,12127,6131,1.0,0.1363,0.0652,0.2839,396,93,0.5,0.0022,0.0004,0.0008,600,1751,0.6657,0.0819,0.0641,0.862,3558,2108,0.503,0.0426,0.0045,0.5176,94363,58928,0.5835,0.9271,0.0676,9.9902,No,1,0,0,1,1,626,0
sdv-id-yhpNyi,77201,370662,14922,2.6145,0.1808,0.056,1265,394,0.6296,0.0519,0.0018,0.7856,1928,961,0.5008,0.0837,0.0088,0.0185,18202,6499,0.4982,0.292,0.0051,2.084,0,0,0.5985,0.0,0.0,0.0,40,5,0.4248,0.0088,0.0008,0.0003,4870,7736,0.5745,0.107,0.0149,0.7749,4840,6809,0.5591,0.068,0.0325,1.1707,19534,9886,1.0,0.3082,0.1868,1.5814,513,269,0.5005,0.0028,0.0258,0.2994,1399,820,0.4831,0.0936,0.1028,0.6718,2096,1186,0.5026,0.0424,0.0049,0.2195,54972,25792,0.578,1.0527,0.0859,6.2559,No,1,0,0,1,0,637,0
sdv-id-DuCQOT,93999,192303,11697,0.9918,0.1981,0.1515,2167,186,0.4551,0.1279,0.0004,0.6133,24986,12491,0.5023,0.0988,0.149,1.3679,13933,12381,0.6226,0.1924,0.0066,1.1288,0,0,0.603,0.0,0.0,0.0,160,37,0.5592,0.0095,0.0008,0.0003,7122,3494,0.4821,0.0787,0.0109,0.4434,1000,1196,0.4206,0.0265,0.0252,0.2465,3549,1796,1.0,0.0583,0.0408,0.0706,2194,1311,0.5273,0.0037,0.0004,0.076,63455,14798,0.5741,0.4179,0.4277,5.5366,6304,3487,0.5034,0.0424,0.0045,0.2177,106947,55405,0.5031,0.9837,1.6666,9.8479,No,1,0,0,1,0,674,0
sdv-id-iLVcIw,44280,448001,3027,9.7074,0.2225,0.0102,17,0,0.1295,0.1067,0.0003,0.6813,31978,16006,0.5033,0.1082,0.1625,1.474,1053,2811,0.5796,0.0598,0.0003,0.2155,0,0,0.6403,0.0001,0.0,0.0,57,6,0.5135,0.0089,0.0008,0.0003,6562,2191,0.3744,0.2139,0.0107,0.8907,471,1561,0.504,0.0974,0.0105,0.2859,2549,1292,1.0,0.1891,0.0381,0.359,296,61,0.5002,0.0022,0.0004,0.0007,1691,846,0.4926,0.1188,0.2343,1.2527,2665,1603,0.504,0.0452,0.0045,0.4552,86089,44261,0.399,0.9353,0.0691,10.004,No,1,0,0,1,0,685,0
sdv-id-KKZUYM,42477,678805,4691,12.5914,0.3202,0.066,2,2,0.9808,0.0615,0.0003,0.0028,27066,13520,0.5044,0.0934,0.0263,1.2491,30,1325,0.4986,0.0436,0.0003,0.0017,0,0,1.1673,0.0002,0.0,0.0,2880,1753,0.6192,0.0689,0.0019,0.1427,4551,3467,0.5133,0.2364,0.0107,2.1831,525,7103,0.5736,0.152,0.005,0.2111,15960,8072,1.0,0.2314,0.0248,0.1512,177,53,0.501,0.0022,0.0004,0.0007,20610,9201,0.5949,0.291,0.2675,4.2194,3239,1926,0.5017,0.0782,0.0045,0.6048,61813,33828,0.4997,0.9101,0.0676,9.9514,Low,1,0,0,1,0,675,0
sdv-id-GghuAO,55503,418180,3831,5.3767,0.0883,0.0098,1689,648,0.5223,0.1238,0.0003,0.8356,33350,16700,0.5003,0.1038,0.0682,1.4768,1634,2947,0.5626,0.0498,0.0003,0.6784,0,0,0.6104,0.0001,0.0,0.0,2608,1680,0.4949,0.0252,0.0016,0.0127,4478,6032,0.5402,0.2536,0.0109,2.3156,288,2154,0.2878,0.0769,0.0097,0.4839,488,247,1.0,0.1164,0.0223,0.0913,510,155,0.5112,0.0022,0.0004,0.0662,174,470,0.549,0.0511,0.0687,0.6365,2867,1699,0.5005,0.0651,0.0045,0.6909,41022,17218,0.549,0.9004,0.0795,10.0048,No,1,0,1,1,0,671,0
sdv-id-CWsfTi,66469,305132,8260,3.8433,0.163,0.0283,510,43,0.3761,0.1266,0.0003,0.5737,28653,14332,0.503,0.0996,0.127,1.4321,5879,6167,0.5358,0.1167,0.0003,0.7426,0,0,1.0309,0.0001,0.0,0.0,1762,1173,0.5031,0.0115,0.0011,0.0013,5753,4302,0.5133,0.1585,0.0122,0.6073,683,3296,0.3932,0.0607,0.0128,0.3301,19225,9729,1.0,0.2585,0.0912,1.1486,775,284,0.5006,0.0022,0.006,0.03,921,348,0.1035,0.064,0.1723,0.7236,3810,2196,0.503,0.0435,0.0532,0.2372,68232,30124,0.4528,0.8992,0.0793,9.7914,Low,1,0,0,1,0,672,0
sdv-id-grFwFr,82402,448089,6000,2.2431,0.0836,0.0421,3534,2327,0.8751,0.0229,0.0003,0.8495,23140,11560,0.5013,0.0893,0.0098,1.0157,8247,2289,0.4981,0.1007,0.0004,1.7961,0,0,0.7224,0.0,0.0,0.0,1732,1140,0.4174,0.0089,0.0011,0.0011,5689,8585,0.5676,0.1561,0.0119,2.2338,808,112,0.4105,0.0389,0.0129,1.0157,15345,7763,1.0,0.1284,0.0799,0.3869,362,113,0.5,0.0022,0.013,0.2529,63455,20828,0.6325,0.4675,0.3783,7.2296,1497,862,0.5018,0.0424,0.0075,0.574,59108,25393,0.5686,0.9668,1.6666,10.0026,No,1,0,1,1,0,617,0
sdv-id-MXXOjN,82851,34720,10986,0.8887,0.0844,0.2328,5361,2163,0.6675,0.0968,0.1246,0.3572,33219,16635,0.5041,0.1138,0.1649,1.4785,8625,4490,0.4986,0.15,0.283,1.5005,0,0,0.6832,0.0,0.0,0.0,2724,1725,0.444,0.0215,0.0016,0.115,3277,2712,0.575,0.0826,0.0119,0.5943,903,1183,0.2354,0.0272,0.0268,0.234,13820,6988,1.0,0.1383,0.0298,0.3105,1392,872,0.5115,0.0359,0.0219,0.3762,63455,14386,0.1713,0.4003,0.4346,6.355,2649,1522,0.5035,0.0424,0.0046,0.2767,81074,33383,0.3661,0.9652,1.6666,9.8422,No,1,0,0,1,0,684,0
sdv-id-JbwPQA,92262,142302,16157,3.0941,0.1192,0.1107,2996,492,0.245,0.0362,0.0292,0.0032,34039,17054,0.504,0.1233,0.1657,1.4793,5910,3740,0.5014,0.0906,0.2047,0.1671,0,0,0.9419,0.0,0.0,0.0,2350,1535,0.5775,0.0238,0.0011,0.0006,9340,1877,0.4014,0.0819,0.0112,0.4315,1322,1833,0.293,0.0308,0.011,0.1382,4574,2312,1.0,0.153,0.0231,0.0785,1067,421,0.5007,0.035,0.0008,0.0224,23021,6661,0.3641,0.2418,0.4246,2.5508,3315,1962,0.5036,0.0465,0.0045,0.2262,80636,33673,0.4121,0.9597,0.0738,6.4299,No,1,0,0,1,1,645,0
sdv-id-leBgUM,14192,32465,1249,2.2631,0.3849,0.0236,1,0,0.2498,0.0934,0.0108,0.8693,11208,5589,0.5002,0.0942,0.1619,0.6935,2574,1384,0.4981,0.3088,0.162,1.4774,0,0,0.5075,0.0,0.0,0.0,26,3,0.415,0.0088,0.0008,0.0003,2761,1162,0.4669,0.1212,0.0447,0.4962,156,39,0.1328,0.0469,0.0233,0.2369,4012,2034,1.0,0.1856,0.0636,0.4615,117,50,0.5,0.0214,0.001,0.0129,0,0,0.4046,0.0173,0.222,0.1222,994,509,0.5022,0.0443,0.0293,0.3837,15232,7735,0.5409,0.9618,0.5039,9.6328,Low,1,0,0,1,0,618,0
sdv-id-LbglIx,46207,151821,5071,1.8863,0.3502,0.0362,256,7,0.3631,0.127,0.0003,0.8876,13692,6831,0.5006,0.09,0.0531,0.7091,9655,5743,0.5,0.2558,0.0004,1.6146,0,0,0.5319,0.0,0.0,0.0,181,48,0.5393,0.0106,0.0008,0.0003,2908,2752,0.5471,0.0973,0.0107,0.4904,352,2309,0.4705,0.0352,0.0149,0.3341,12149,6138,1.0,0.156,0.0304,0.2843,519,133,0.5053,0.0022,0.0004,0.1545,463,270,0.4116,0.086,0.1985,0.7259,1580,902,0.5039,0.044,0.0045,0.221,44067,18668,0.5398,1.0158,0.1055,9.6784,No,1,0,0,1,0,661,0
sdv-id-JYTkmm,92824,1258667,13511,10.2683,0.0919,0.0241,5006,3347,0.9328,0.063,0.0004,0.5483,28600,14302,0.5005,0.0975,0.0839,1.4031,10318,4519,0.4997,0.1079,0.001,0.7327,0,0,0.6161,0.0,0.0,0.0,2768,1738,0.4726,0.0392,0.0019,0.1367,28203,7202,0.3571,0.1223,0.0107,1.0189,4407,6855,0.4481,0.0693,0.0163,0.8785,3765,1903,1.0,0.1257,0.0321,0.1658,575,260,0.5002,0.0027,0.0004,0.0013,1063,2069,0.6514,0.1026,0.0835,0.9096,3137,1834,0.501,0.0427,0.0045,0.2853,68626,38440,0.5958,1.031,0.0676,9.4167,No,1,0,0,1,0,656,0
sdv-id-uGsIpi,54207,482361,3477,9.4426,0.0848,0.0252,2831,2097,0.9787,0.0512,0.0003,1.2425,32127,16081,0.5,0.1001,0.0557,1.4667,4298,2515,0.4984,0.0844,0.0003,1.6804,0,0,0.8835,0.0,0.0,0.0,2738,1730,0.5101,0.0388,0.0018,0.1419,5139,8001,0.5689,0.2715,0.0107,2.4725,872,1142,0.3023,0.1125,0.0147,1.1211,0,0,1.0,0.0,0.0183,0.0,500,156,0.5085,0.0022,0.0004,0.1987,34924,10941,0.5419,0.3659,0.2666,4.8508,2143,1274,0.5015,0.0575,0.0045,0.7396,65108,31203,0.5438,1.096,1.6018,10.0053,No,1,0,0,1,0,684,0
sdv-id-ARMrbM,81290,192085,11365,3.6498,0.085,0.0336,5821,3928,0.7887,0.1085,0.1675,1.2605,24109,12045,0.4999,0.0958,0.1111,1.2513,17162,7498,0.5198,0.2808,0.3145,2.6951,0,0,1.0017,0.0,0.0,0.0,2313,1562,0.5038,0.0127,0.0017,0.106,9731,5471,0.5504,0.1997,0.0123,1.4682,4607,1168,0.3252,0.0645,0.0292,0.9673,0,0,1.0,0.0,0.0183,0.0006,1256,1018,0.5027,0.0373,0.0238,0.344,169,316,0.5417,0.0605,0.1703,0.4304,4760,2671,0.5023,0.0642,0.0047,0.6358,65339,32606,0.5852,1.0464,0.5426,9.581,No,1,0,0,1,0,662,0
sdv-id-dobBwI,56147,107955,8984,2.4323,0.1814,0.0737,755,12,0.0901,0.0612,0.0003,0.0403,33937,17001,0.5048,0.1233,0.1657,1.4793,2887,2060,0.4982,0.0769,0.0016,0.2088,0,0,0.3799,0.0001,0.0,0.0,229,54,0.5872,0.0088,0.0008,0.0003,3752,1621,0.3972,0.0873,0.0107,0.4277,210,204,0.5658,0.0305,0.0177,0.143,19436,9836,1.0,0.3083,0.121,1.8736,483,102,0.529,0.0037,0.0004,0.0161,35810,5534,0.1323,0.2539,0.4204,3.0696,1429,830,0.5043,0.0437,0.0047,0.2161,68931,25482,0.3071,0.9363,0.8231,8.3085,No,1,0,0,1,0,686,0
sdv-id-GftuCj,22971,1064017,2708,15.0094,0.5364,0.0075,0,0,0.9729,0.0264,0.0003,0.7992,1779,886,0.4998,0.0837,0.0089,0.015,1063,1539,0.5087,0.1533,0.0003,0.337,0,0,0.9442,0.0001,0.0,0.0,779,423,0.4209,0.0125,0.0011,0.001,8040,3621,0.4381,0.2761,0.0107,2.2097,1722,6248,0.5348,0.2048,0.0063,1.0514,14273,7224,1.0,0.1885,0.0631,0.3473,111,50,0.5,0.0022,0.0004,0.0007,0,0,0.6319,0.0008,0.0098,0.0026,1347,760,0.5005,0.0646,0.0048,0.6151,14826,8306,0.6003,0.9545,0.0676,8.7368,Low,1,0,0,1,0,601,0
sdv-id-hwzLRK,41523,843759,5362,9.7005,0.3766,0.0487,68,7,0.903,0.1236,0.0003,0.0097,30147,15084,0.5023,0.1006,0.1201,1.4483,584,1567,0.4982,0.0494,0.0003,0.0195,0,0,0.9103,0.0001,0.0,0.0,2679,1714,0.5381,0.0689,0.0017,0.1276,8334,2766,0.3571,0.1358,0.0107,0.6376,318,6593,0.5232,0.0831,0.0066,0.2347,15131,7660,1.0,0.2425,0.0416,0.4019,170,52,0.5198,0.0022,0.0004,0.0007,2386,1867,0.5127,0.1311,0.1404,1.5355,1548,906,0.5032,0.0446,0.0045,0.2292,29438,13566,0.5641,0.9267,0.0676,9.4007,No,1,0,0,1,0,665,0
sdv-id-zCxLzN,73241,64785,15216,2.2287,0.1395,0.1109,1722,714,0.4906,0.0344,0.179,1.1501,8537,4249,0.5005,0.0885,0.063,0.282,18086,7317,0.5029,0.3222,0.4751,2.4077,0,0,0.9126,0.0,0.0,0.0,56,8,0.4727,0.0088,0.0008,0.0003,4590,3550,0.5747,0.128,0.122,0.7867,6594,5324,0.4483,0.0656,0.0345,0.6518,491,249,1.0,0.0792,0.04,0.0216,976,666,0.5005,0.0402,0.0547,0.373,571,331,0.4574,0.0865,0.2973,0.5221,3594,2028,0.5035,0.0438,0.0166,0.3476,80364,39497,0.5147,1.0928,0.1152,5.8866,No,1,0,0,1,0,633,0
sdv-id-UKpimX,53117,1139098,7475,15.5233,0.1074,0.0068,147,23,0.2101,0.0923,0.0003,0.714,27942,13964,0.5013,0.0963,0.0666,1.3796,2240,2134,0.5436,0.0846,0.0003,0.5851,0,0,0.9772,0.0,0.0,0.0,2137,1437,0.5119,0.0214,0.0011,0.0158,11153,7218,0.5397,0.2793,0.0107,1.8132,4831,6999,0.592,0.2048,0.0077,1.3396,8497,4300,1.0,0.2047,0.0187,0.5186,218,82,0.5003,0.0022,0.0004,0.0063,0,0,0.3582,0.0005,0.0098,0.0023,3517,2051,0.504,0.072,0.0045,0.476,40272,18751,0.5206,0.8845,0.0676,9.6059,No,1,0,0,1,0,682,0
sdv-id-hLjkOQ,242562,513380,23040,2.1532,0.0833,0.0332,11131,6568,0.2351,0.127,0.1807,1.2644,33486,16771,0.5006,0.1146,0.1645,1.479,23795,14880,0.5081,0.299,0.5689,3.1141,0,0,1.0028,0.0,0.0,0.0,2169,1436,0.5713,0.0088,0.0012,0.01,38478,17288,0.5413,0.1306,0.0132,0.6913,11816,4487,0.468,0.0407,0.0322,1.2269,1444,732,1.0,0.0267,0.0195,0.0243,6506,3774,0.5026,0.0414,0.0689,0.3885,3911,2062,0.3439,0.082,0.2401,0.5148,15380,8063,0.504,0.0489,0.0045,0.2762,229985,119523,0.467,0.9986,0.1184,6.4461,No,1,0,1,1,0,666,0
sdv-id-UZKsgb,35998,40193,4643,2.5131,0.1797,0.072,500,32,0.5893,0.1268,0.0007,0.8428,30233,15126,0.5001,0.1068,0.1641,1.4672,5914,4079,0.5152,0.2572,0.0207,1.5964,0,0,0.7433,0.0,0.0,0.0,1966,1339,0.4761,0.0312,0.001,0.0505,2682,1947,0.5741,0.1725,0.0113,0.4913,298,579,0.131,0.0566,0.0147,0.2377,3,1,1.0,0.0,0.0183,0.0006,584,230,0.5128,0.0129,0.0014,0.3196,30,22,0.162,0.0417,0.2175,0.3572,1780,1014,0.5023,0.0563,0.0045,0.2429,21905,8941,0.5135,0.9925,0.2687,9.3396,No,1,0,0,1,0,650,0
sdv-id-rPNoqz,61229,70172,4625,1.7189,0.1323,0.0075,221,4,0.0626,0.1279,0.0007,0.9157,21681,10837,0.5027,0.097,0.1497,1.22,8276,8793,0.6397,0.2284,0.0242,1.9678,0,0,0.9001,0.0,0.0,0.0,692,326,0.5868,0.0104,0.0008,0.0004,3397,2185,0.5206,0.1161,0.0116,0.7916,573,154,0.1993,0.036,0.0115,0.2734,7789,3941,1.0,0.1517,0.0214,0.2913,1183,606,0.5043,0.0092,0.0008,0.2649,158,108,0.481,0.061,0.2817,0.5949,5365,3006,0.5032,0.0666,0.0045,0.5407,85262,39619,0.3903,0.9051,0.0676,10.002,No,1,0,1,1,0,667,0
sdv-id-rlmBYk,40567,681751,4938,12.6161,0.3524,0.0069,2,0,0.2282,0.1005,0.0003,0.3129,7223,3593,0.5035,0.0854,0.0094,0.1401,2150,4196,0.6321,0.113,0.0003,0.4897,0,0,1.1051,0.0001,0.0,0.0,1174,714,0.5662,0.0163,0.0013,0.005,5320,5067,0.5425,0.2565,0.0169,1.6456,2048,7050,0.6183,0.1936,0.0117,0.8132,18707,9468,1.0,0.3004,0.109,1.1915,228,69,0.5001,0.0022,0.0005,0.0039,0,0,0.2423,0.0039,0.0122,0.03,3610,2083,0.504,0.0532,0.0556,0.4243,46706,23605,0.5002,0.8838,0.0676,9.6127,Low,1,0,0,1,1,632,0
sdv-id-weaBqH,119424,435867,13239,4.3156,0.0833,0.0119,8410,5242,0.5458,0.0482,0.1259,1.2232,27613,13802,0.5013,0.0951,0.0464,1.3459,18883,6342,0.5055,0.1969,0.1281,2.8009,0,0,0.61,0.0,0.0,0.0,2369,1577,0.4616,0.0092,0.0014,0.0324,10977,10631,0.5747,0.1781,0.0107,2.0478,6905,4754,0.5823,0.0702,0.0269,1.6019,5098,2576,1.0,0.0699,0.0243,0.2526,1354,1076,0.5,0.027,0.0274,0.377,6077,3713,0.6064,0.1446,0.1951,1.7088,4283,2435,0.5038,0.0424,0.0045,0.6081,111173,59164,0.5497,0.9673,0.1157,9.9896,No,1,0,0,1,0,672,0
sdv-id-ySPpbh,19956,109024,1418,5.8015,0.4981,0.0077,0,0,0.1712,0.1012,0.0003,0.1636,5768,2875,0.5032,0.0859,0.0145,0.1111,835,3067,0.6176,0.1425,0.0003,0.6381,0,0,0.7985,0.0001,0.0,0.0,1212,762,0.5663,0.0332,0.0011,0.0514,2632,1641,0.5582,0.155,0.0165,1.4529,236,5290,0.4096,0.0871,0.0143,0.3201,7062,3576,1.0,0.2144,0.0506,0.5001,170,53,0.5051,0.0022,0.0004,0.0206,5,15,0.5067,0.0385,0.1251,0.4189,1767,1018,0.5027,0.0538,0.0074,0.6112,34949,17285,0.457,0.9625,0.0676,10.0004,Low,1,0,0,1,0,656,0
sdv-id-unWOYA,49826,297960,7296,8.2669,0.1155,0.0268,494,362,0.8059,0.0693,0.0003,1.0211,28489,14243,0.5001,0.0977,0.0936,1.3843,2575,2358,0.5039,0.1059,0.0006,0.6944,0,0,1.1496,0.0,0.0,0.0,2113,1421,0.4902,0.0179,0.0014,0.0076,7287,4167,0.5231,0.2713,0.0145,1.8887,1654,998,0.3931,0.1434,0.0162,0.5551,1385,701,1.0,0.1345,0.0238,0.0736,295,111,0.5104,0.0026,0.0017,0.0349,35,68,0.2275,0.0253,0.0739,0.2005,2961,1734,0.5031,0.0799,0.0574,0.6976,32759,14146,0.568,0.9513,0.3088,8.8837,No,1,0,1,1,0,670,0
sdv-id-gNQldr,37091,82141,2409,3.4293,0.1401,0.0088,69,1,0.148,0.1274,0.0003,0.0021,33546,16802,0.5025,0.1092,0.1412,1.4785,297,3659,0.6699,0.0482,0.0003,0.1893,0,0,0.4741,0.0002,0.0,0.0,2812,1744,0.6414,0.0689,0.0017,0.0971,2571,2442,0.5749,0.1763,0.0107,1.288,114,2222,0.4838,0.0663,0.0056,0.1635,4698,2380,1.0,0.1178,0.0184,0.1585,541,190,0.5531,0.0022,0.0004,0.1764,105,261,0.4947,0.0409,0.1565,0.6774,3053,1764,0.5037,0.0627,0.0045,0.4491,17374,8036,0.4952,0.803,0.0676,9.9945,No,1,0,0,1,0,657,0
sdv-id-vVLlKM,93239,308455,13387,6.568,0.1068,0.0494,722,190,0.3546,0.0214,0.0915,0.5406,13640,6801,0.5045,0.0909,0.089,0.6262,14520,7161,0.506,0.2483,0.2008,1.594,0,0,1.0016,0.0,0.0,0.0,691,325,0.5176,0.0089,0.0008,0.0005,10021,4280,0.5373,0.1109,0.0107,0.8535,5074,1706,0.3917,0.0594,0.0136,0.5773,15873,8033,1.0,0.1315,0.0304,0.2458,968,562,0.5,0.0288,0.0345,0.1904,63455,12776,0.3886,0.4111,0.4188,5.2171,5077,2868,0.504,0.0429,0.0048,0.409,142355,76513,0.3708,1.0554,0.3149,9.1629,Low,1,0,0,1,0,662,0
sdv-id-nEOQdy,26908,471621,4644,15.5078,0.3748,0.009,0,0,0.2679,0.0223,0.0003,0.0086,21181,10578,0.5039,0.0929,0.0654,1.095,449,1854,0.6162,0.0938,0.0003,0.1107,0,0,1.1517,0.0001,0.0,0.0,830,436,0.5464,0.014,0.0008,0.0004,3663,3430,0.5701,0.2781,0.0107,1.0056,1709,4248,0.4742,0.2048,0.0084,0.629,6,3,1.0,0.0385,0.0183,0.0053,157,61,0.5019,0.0022,0.0004,0.0098,1791,462,0.3135,0.1513,0.0763,1.2226,3138,1796,0.504,0.0858,0.0045,0.3138,22586,9835,0.4254,0.9634,0.0676,7.8118,Low,1,0,0,1,0,677,0
sdv-id-qRHbrd,36278,580985,4422,13.2616,0.1899,0.0078,46,29,0.7493,0.0341,0.0003,0.4547,16270,8117,0.5001,0.09,0.0375,0.6783,2829,3675,0.6686,0.1611,0.0004,0.7032,0,0,0.7641,0.0,0.0,0.0,2659,1710,0.4976,0.0458,0.0019,0.1401,8363,3309,0.4772,0.2487,0.0108,1.8306,1908,6023,0.3786,0.1608,0.0084,0.6417,106,54,1.0,0.053,0.0192,0.0176,213,75,0.5001,0.0022,0.0004,0.0031,0,0,0.5498,0.0021,0.0132,0.0113,2859,1653,0.5011,0.0744,0.0046,0.6832,21042,10675,0.5933,0.9498,0.0676,9.2464,Low,1,0,0,1,1,603,0
sdv-id-zdJOsX,19429,155589,2184,11.1157,0.5832,0.0644,0,0,0.7244,0.0251,0.0003,0.0319,10439,5199,0.5037,0.0887,0.0494,0.3953,385,1243,0.4981,0.1176,0.0003,0.1666,0,0,1.1012,0.0001,0.0,0.0,1315,843,0.5462,0.0393,0.0008,0.0774,2667,1603,0.5618,0.1943,0.0107,0.8518,334,3823,0.3518,0.1352,0.0081,0.2852,92,47,1.0,0.063,0.0183,0.0051,127,50,0.5068,0.0022,0.0004,0.0128,39654,7946,0.549,0.4253,0.3884,5.6298,1240,690,0.5034,0.0609,0.0045,0.3484,35381,15723,0.3876,1.0724,0.0782,9.7573,Low,1,0,0,1,0,678,0
sdv-id-roCppi,18816,59579,1494,8.6093,0.3486,0.0081,0,0,0.1304,0.0766,0.0003,0.1406,14032,7000,0.5033,0.0909,0.0844,0.655,458,1442,0.5033,0.1453,0.0003,0.5692,0,0,1.1058,0.0001,0.0,0.0,1105,664,0.5746,0.025,0.0008,0.0006,2558,1458,0.5744,0.2247,0.0107,1.0466,307,2750,0.5311,0.1443,0.0094,0.3218,3318,1680,1.0,0.1696,0.0184,0.2222,139,51,0.501,0.0022,0.0004,0.1369,55,54,0.5189,0.0714,0.178,0.7162,1339,750,0.5042,0.0728,0.0045,0.5066,26715,11843,0.4431,0.94,0.0676,9.963,Low,1,0,0,1,0,685,0
sdv-id-SfxoCC,20877,102816,2171,6.7456,0.8628,0.0611,0,0,0.752,0.1278,0.0003,0.111,5501,2748,0.5016,0.0889,0.1255,0.2282,1150,3632,0.5417,0.2337,0.0007,0.284,0,0,1.1162,0.0001,0.0,0.0,1995,1411,0.5318,0.0258,0.0018,0.1368,3032,1280,0.4585,0.1289,0.0107,0.4586,208,978,0.3493,0.0878,0.006,0.1882,11200,5671,1.0,0.105,0.0206,0.1161,184,61,0.5004,0.0023,0.0004,0.0019,227,90,0.3982,0.0925,0.2421,0.9369,2325,1302,0.5021,0.0682,0.0045,0.2441,18011,8930,0.5366,0.8631,0.0789,9.1949,Low,1,0,0,1,0,614,0
sdv-id-zUOpuj,199635,1355325,22298,4.4954,0.0833,0.0434,11035,6519,0.6656,0.12,0.0101,1.1056,33801,16932,0.5019,0.1099,0.1221,1.4791,23795,15295,0.6699,0.1078,0.0109,1.9056,0,0,0.3449,0.0,0.0,0.0,2672,1703,0.5486,0.0111,0.0017,0.0365,44727,19673,0.453,0.0934,0.0107,0.9884,9505,7105,0.6275,0.0362,0.0298,1.0839,7848,3964,1.0,0.1131,0.0917,0.2996,5064,3347,0.5024,0.0084,0.0093,0.1432,1771,2253,0.4132,0.0548,0.0935,0.5666,12993,6959,0.5038,0.0424,0.0045,0.2378,186766,108520,0.5496,0.9562,0.0676,9.1331,No,1,0,0,1,0,654,0
